,Дата,Место сбора,"Сод. Cl соед., мг/дм3"
364,2024-03-24 21:00:00,БМ сут,18937.6
365,2024-03-24 22:00:00,ЭДГ1/1,59.2
366,2024-03-24 22:00:00,АСН 1-8,54.4
367,2024-03-25 01:00:00,ЭДГ1/2,75.8
368,2024-03-25 01:05:00,АСН-2,37.9
369,2024-03-25 04:00:00,ЭДГ1/1,37.9
370,2024-03-25 05:00:00,БМ,17123.5
371,2024-03-25 07:00:00,ЭДГ1/2,39.5
372,2024-03-25 10:00:00,ЭДГ1/1,47.3
373,2024-03-25 13:00:00,ЭДГ1/2,37.9
374,2024-03-25 14:00:00,АСН-1,40.2
375,2024-03-25 16:00:00,ЭДГ1/1,23.6
376,2024-03-25 17:00:00,БМ,16421.2
377,2024-03-25 19:00:00,ЭДГ1/2,68.6
378,2024-03-25 21:00:00,БМ сут,22121.2
379,2024-03-25 22:00:00,ЭДГ1/1,130.2
380,2024-03-25 22:00:00,ЭДГ1/2,112.4
381,2024-03-25 22:00:00,АСН 1-8,59.2
382,2024-03-25 22:00:00,АСН-1,86.3
383,2024-03-25 23:05:00,АСН-2,94.6
384,2024-03-25 23:40:00,АСН-1,85.8
385,2024-03-26 00:00:00,ЭДГ1/1,112.4
386,2024-03-26 00:00:00,ЭДГ1/2,88.8
387,2024-03-26 00:40:00,АСН-2,97.6
388,2024-03-26 01:00:00,ЭДГ1/2,118.4
389,2024-03-26 04:00:00,ЭДГ1/2,107.6
390,2024-03-26 05:00:00,БМ,21304.8
391,2024-03-26 07:00:00,ЭДГ1/2,109.0
392,2024-03-26 10:00:00,ЭДГ1/1,34.2
393,2024-03-26 10:00:00,ЭДГ1/2,26.7
394,2024-03-26 13:00:00,ЭДГ1/2,90.2
395,2024-03-26 16:00:00,ЭДГ1/1,92.3
396,2024-03-26 19:00:00,ЭДГ1/1,113.6
397,2024-03-26 19:00:00,ЭДГ1/2,112.4
398,2024-03-26 21:00:00,БМ Сут,20713.0
399,2024-03-26 22:00:00,АСН 1-8,76.9
400,2024-03-26 22:05:00,ЭДГ1/1,54.4
401,2024-03-26 22:05:00,ЭДГ1/2,61.5
402,2024-03-26 23:00:00,ЭДГ1/1,54.4
403,2024-03-26 23:00:00,ЭДГ1/2,28.4
404,2024-03-27 00:05:00,ЭДГ-1/1,47.3
405,2024-03-27 00:05:00,ЭДГ-1/2,35.5
406,2024-03-27 01:00:00,АСН-2,78.5
407,2024-03-27 02:00:00,ЭДГ-1/1,30.8
408,2024-03-27 02:00:00,ЭДГ-1/2,28.4
409,2024-03-27 04:00:00,ЭДГ-1/1,68.6
410,2024-03-27 04:00:00,ЭДГ-1/2,78.1
411,2024-03-27 05:00:00,БМ,20121.2
412,2024-03-27 07:00:00,ЭДГ-1/2,47.3
413,2024-03-27 10:00:00,ЭДГ-1/1,24.0
414,2024-03-27 13:00:00,ЭДГ-1/2,42.5
415,2024-03-27 15:30:00,ЭДГ-1/1,86.6
416,2024-03-27 15:30:00,ЭДГ-1/2,90.5
417,2024-03-27 16:00:00,ЭДГ-1/1,91.2
418,2024-03-27 16:00:00,ЭДГ-1/2,47.3
419,2024-03-27 17:00:00,БМ,19386.1
420,2024-03-27 17:30:00,ЭДГ-1/1,17.6
421,2024-03-27 17:30:00,ЭДГ-1/2,17.3
422,2024-03-27 19:00:00,ЭДГ-1/1,37.9
423,2024-03-27 21:00:00,ЭДГ-1/1,49.7
424,2024-03-27 21:00:00,БМ Сут,20885.8
425,2024-03-27 22:00:00,АСН-1-8,43.8
426,2024-03-28 01:00:00,ЭДГ-1/1,40.2
427,2024-03-28 01:00:00,АСН-1,39.0
428,2024-03-28 03:00:00,ЭДГ-1/2,42.6
429,2024-03-28 05:00:00,ЭДГ-1/1,63.9
430,2024-03-28 05:00:00,БМ,17386.8
431,2024-03-28 07:00:00,ЭДГ-1/2,78.9
432,2024-03-28 10:00:00,ЭДГ-1/1,82.8
433,2024-03-28 13:00:00,ЭДГ-1/2,23.8
434,2024-03-28 14:00:00,АСН-1,29.5
435,2024-03-28 16:00:00,ЭДГ-1/1,47.3
436,2024-03-28 17:00:00,БМ,15336.1
437,2024-03-28 19:00:00,ЭДГ-1/2,52.0
438,2024-03-28 21:00:00,БМ Сут,16085.4
439,2024-03-28 22:00:00,ЭДГ-1/1,61.5
440,2024-03-28 22:00:00,ЭДГ-1/2,63.9
441,2024-03-28 22:00:00,АСН1-8,78.1
442,2024-03-29 01:00:00,ЭДГ-1/2,35.5
443,2024-03-29 01:00:00,АСН-2,68.6
444,2024-04-01 00:20:00,АСН-2,42.6
445,2024-04-01 01:00:00,ЭДГ-1/2,35.5
446,2024-04-01 04:00:00,ЭДГ-1/1,40.9
447,2024-04-01 05:00:00,БМ,15942.3
448,2024-04-01 07:00:00,ЭДГ-1/2,33.1
449,2024-04-01 10:00:00,ЭДГ-1/1,43.5
450,2024-04-01 13:00:00,ЭДГ-1/2,28.4
451,2024-04-01 14:00:00,АСН-1,21.3
452,2024-04-01 16:00:00,ЭДГ-1/1,44.4
453,2024-04-01 19:00:00,ЭДГ-1/2,40.9
454,2024-04-01 21:00:00,БМ Сут,15001.9
455,2024-04-01 22:00:00,ЭДГ-1/1,72.1
456,2024-04-01 22:00:00,АСН1-8,36.1
457,2024-04-02 01:00:00,АСН-2,43.3
458,2024-04-02 01:00:00,ЭДГ-1/2,21.6
459,2024-04-02 04:00:00,ЭДГ-1/1,67.3
460,2024-04-02 05:00:00,БМ,14924.4
461,2024-04-02 07:00:00,ЭДГ-1/2,23.7
462,2024-04-02 10:00:00,ЭДГ-1/1,85
463,2024-04-02 13:00:00,ЭДГ-1/2,23.6
464,2024-04-02 14:00:00,АСН-2,21.4
465,2024-04-02 16:00:00,ЭДГ-1/1,24.8
466,2024-04-02 19:00:00,ЭДГ-1/2,61.3
467,2024-04-02 21:00:00,БМ Сут,16986
468,2024-04-02 22:00:00,ЭДГ-1/1,70.8
469,2024-04-02 22:00:00,АСН1-8,48.4
470,2024-04-03 01:00:00,АСН-2,42.5
471,2024-04-03 01:00:00,ЭДГ-1/2,46
472,2024-04-03 04:00:00,ЭДГ-1/1,44.8
473,2024-04-03 05:00:00,БМ,17436.9
474,2024-04-03 07:00:00,ЭДГ-1/2,68.4
475,2024-04-03 10:00:00,ЭДГ-1/1,35.4
476,2024-04-03 13:00:00,ЭДГ-1/2,56.6
477,2024-04-03 14:00:00,АСН-1,18.6
478,2024-04-03 16:00:00,ЭДГ-1/1,23.6
479,2024-04-03 19:00:00,ЭДГ-1/2,63.7
480,2024-04-03 21:00:00,БМ Сут,18211
481,2024-04-03 22:00:00,ЭДГ-1/1,62.5
482,2024-04-03 22:00:00,ЭДГ-1/2,59
483,2024-04-03 22:00:00,АСН1-8,33
484,2024-04-04 01:00:00,АСН-2,37.8
485,2024-04-04 01:00:00,ЭДГ-1/2,28.3
486,2024-04-04 04:00:00,ЭДГ-1/1,30.1
487,2024-04-04 05:00:00,БМ,19868.8
488,2024-04-04 07:00:00,ЭДГ-1/2,21.1
489,2024-04-04 10:00:00,ЭДГ-1/1,23.6
490,2024-04-04 13:00:00,ЭДГ-1/2,42.2
491,2024-04-04 14:00:00,АСН-1,19.9
492,2024-04-04 16:00:00,ЭДГ-1/1,32.4
493,2024-04-04 19:00:00,ЭДГ-1/2,44.8
494,2024-04-04 21:00:00,БМ Сут,16445.2
495,2024-04-04 22:00:00,ЭДГ-1/1,75.5
496,2024-04-04 22:00:00,АСН1-8,34.8
497,2024-04-05 00:25:00,АСН-1,69.6
498,2024-04-05 01:00:00,ЭДГ-1/2,48.4
499,2024-04-05 04:00:00,ЭДГ-1/1,35.4
500,2024-04-05 05:00:00,БМ,16027.3
501,2024-04-05 07:00:00,ЭДГ-1/2,49.6
502,2024-04-05 10:00:00,ЭДГ-1/1,61.4
503,2024-04-05 13:00:00,ЭДГ-1/2,35.4
504,2024-04-05 14:00:00,АСН-1,35.4
505,2024-04-05 16:00:00,ЭДГ-1/1,54.3
506,2024-04-05 19:00:00,ЭДГ-1/2,47.2
507,2024-04-05 21:00:00,БМ Сут,"17,008,2"
508,2024-04-05 22:00:00,ЭДГ-1/1,46
509,2024-04-05 22:00:00,АСН1-8,37.8
510,2024-04-06 00:20:00,АСН-1,35.4
511,2024-04-06 01:00:00,ЭДГ-1/2,35.4
512,2024-04-06 04:00:00,ЭДГ-1/1,55.5
513,2024-04-06 05:00:00,БМ,16572.1
514,2024-04-06 07:00:00,ЭДГ-1/2,33
515,2024-04-06 10:00:00,ЭДГ-1/1,47.2
516,2024-04-06 13:00:00,ЭДГ-1/2,45.2
517,2024-04-06 14:00:00,АСН-1,36.6
518,2024-04-06 16:00:00,ЭДГ-1/1,23.6
519,2024-04-06 19:00:00,ЭДГ-1/2,85
520,2024-04-06 21:00:00,БМ Сут,17427.8
521,2024-04-06 22:00:00,ЭДГ-1/1,53.1
522,2024-04-06 22:00:00,АСН1-8,35.4
523,2024-04-07 01:00:00,АСН-1,46
524,2024-04-07 01:00:00,ЭДГ-1/2,40.1
525,2024-04-07 04:00:00,ЭДГ-1/1,33
526,2024-04-07 05:00:00,БМ,17023.3
527,2024-04-07 07:00:00,ЭДГ-1/2,47.2
528,2024-04-07 10:00:00,ЭДГ-1/1,51.9
529,2024-04-07 13:00:00,ЭДГ-1/2,62.5
530,2024-04-07 14:00:00,АСН-1,23.6
531,2024-04-07 16:00:00,ЭДГ-1/1,32.6
532,2024-04-07 19:00:00,ЭДГ-1/2,37.8
533,2024-04-07 21:00:00,БМ Сут,16552
534,2024-04-07 22:00:00,ЭДГ-1/1,90.8
535,2024-04-07 22:00:00,АСН1-8,40.1
536,2024-04-08 00:20:00,АСН-2,51.9
537,2024-04-08 01:00:00,ЭДГ-1/2,108.6
538,2024-04-08 04:00:00,ЭДГ-1/1,66
539,2024-04-08 04:00:00,ЭДГ-1/2,66.7
540,2024-04-08 05:00:00,БМ,17952.3
541,2024-04-08 07:00:00,ЭДГ-1/2,47.2
542,2024-04-08 10:00:00,ЭДГ-1/1,35.4
543,2024-04-08 13:00:00,ЭДГ-1/2,30.7
544,2024-04-08 14:00:00,АСН-1,15.8
545,2024-04-08 16:00:00,ЭДГ-1/1,22.2
546,2024-04-08 19:00:00,ЭДГ-1/2,29.5
547,2024-04-08 21:00:00,БМ Сут,18290
548,2024-04-08 22:00:00,ЭДГ-1/1,24.2
549,2024-04-08 22:00:00,АСН1-8,38.9
550,2024-04-09 01:00:00,ЭДГ-1/2,30.7
551,2024-04-09 04:00:00,ЭДГ-1/1,27.7
552,2024-04-09 07:00:00,ЭДГ-1/2,68.4
553,2024-04-09 10:00:00,ЭДГ-1/1,35.4
554,2024-04-09 13:00:00,ЭДГ-1/2,21.3
555,2024-04-09 14:00:00,АСН-1,35.4
556,2024-04-09 16:00:00,ЭДГ-1/1,33.1
557,2024-04-09 19:00:00,ЭДГ-1/2,53.1
558,2024-04-09 21:00:00,БМ Сут,15930
559,2024-04-09 22:00:00,ЭДГ-1/1,40.1
560,2024-04-09 22:00:00,АСН1-8,35.4
561,2024-04-10 01:00:00,ЭДГ-1/2,50.7
562,2024-04-10 04:00:00,ЭДГ-1/1,44.3
563,2024-04-10 05:00:00,БМ,17405
564,2024-04-10 07:00:00,ЭДГ-1/2,51.9
565,2024-04-10 10:00:00,ЭДГ-1/1,35.4
566,2024-04-10 13:00:00,ЭДГ-1/2,34.8
567,2024-04-10 14:00:00,АСН-1,35.4
568,2024-04-10 16:00:00,ЭДГ-1/1,33.1
569,2024-04-10 19:00:00,ЭДГ-1/2,31.3
570,2024-04-10 21:00:00,БМ Сут,14750
571,2024-04-10 22:00:00,ЭДГ-1/1,30.7
572,2024-04-10 22:00:00,АСН1-8,38.4
573,2024-04-11 01:00:00,ЭДГ-1/2,29.5
574,2024-04-11 04:00:00,ЭДГ-1/1,29.5
575,2024-04-11 05:00:00,БМ,15635
576,2024-04-11 07:00:00,ЭДГ-1/2,82.6
577,2024-04-11 12:00:00,ЭДГ-1/1,47.2
578,2024-04-11 12:00:00,ЭДГ-1/2,61.4
579,2024-04-11 13:00:00,ЭДГ-1/2,37.7
580,2024-04-11 14:00:00,АСН-1,69.4
581,2024-04-11 16:00:00,ЭДГ-1/1,74.1
582,2024-04-11 19:00:00,ЭДГ-1/2,50.9
583,2024-04-11 21:00:00,БМ Сут,9839.6
584,2024-04-11 22:00:00,ЭДГ-1/1,40.4
585,2024-04-11 22:00:00,АСН1-8,37.6
586,2024-04-12 01:00:00,ЭДГ-1/2,39.4
587,2024-04-12 04:00:00,ЭДГ-1/1,41.7
588,2024-04-12 05:00:00,БМ,13312.4
589,2024-04-12 07:00:00,ЭДГ-1/2,42.5
590,2024-04-12 12:00:00,ЭДГ-1/1,41.7
591,2024-04-12 13:00:00,ЭДГ-1/2,46.3
592,2024-04-12 14:00:00,АСН-1,32.4
593,2024-04-12 19:00:00,ЭДГ-1/1,72.9
594,2024-04-12 19:00:00,ЭДГ-1/2,62.5
595,2024-04-12 21:00:00,БМ Сут,19100.4
596,2024-04-12 22:00:00,ЭДГ-1/1,50.9
597,2024-04-12 22:00:00,ЭДГ-1/2,52.1
598,2024-04-12 22:00:00,АСН1-8,55.6
599,2024-04-13 01:00:00,ЭДГ-1/2,52.1
600,2024-04-13 04:00:00,ЭДГ-1/1,49.2
601,2024-04-13 05:00:00,БМ,17364
602,2024-04-13 07:00:00,ЭДГ-1/2,60.2
603,2024-04-13 13:00:00,ЭДГ-1/2,88
604,2024-04-13 13:00:00,ЭДГ-1/2,53.4
605,2024-04-13 14:00:00,АСН-1,53.3
606,2024-04-13 15:00:00,ЭДГ-1/2,69.5
607,2024-04-13 19:00:00,ЭДГ-1/1,55.8
608,2024-04-13 19:00:00,ЭДГ-1/2,48.6
609,2024-04-13 21:00:00,БМ Сут,10707.8
610,2024-04-13 22:00:00,ЭДГ-1/1,71.8
611,2024-04-13 22:00:00,ЭДГ-1/2,55.6
612,2024-04-13 22:00:00,АСН1-8,53
613,2024-04-14 00:00:00,ЭДГ-1/1,72.9
614,2024-04-14 00:00:00,ЭДГ-1/2,59
615,2024-04-14 02:00:00,ЭДГ-1/1,69.5
616,2024-04-14 02:00:00,ЭДГ-1/2,53.3
617,2024-04-14 05:00:00,БМ,11865.4
618,2024-04-14 06:00:00,ЭДГ-1/2,69.4
619,2024-04-14 10:00:00,ЭДГ-1/1,81
620,2024-04-14 10:00:00,ЭДГ-1/2,92.6
621,2024-04-14 14:00:00,ЭДГ-1/1,41.7
622,2024-04-14 14:00:00,ЭДГ-1/2,74.1
623,2024-04-14 14:00:00,АСН-1,55.5
624,2024-04-14 16:00:00,ЭДГ-1/1,29.6
625,2024-04-14 16:00:00,ЭДГ-1/2,34.8
626,2024-04-14 19:00:00,ЭДГ-1/1,63.7
627,2024-04-14 19:00:00,ЭДГ-1/2,70
628,2024-04-14 21:00:00,БМ Сут,17074.6
629,2024-04-14 22:00:00,ЭДГ-1/1,44
630,2024-04-14 22:00:00,ЭДГ-1/2,50.9
631,2024-04-14 22:00:00,АСН1-8,83.3
632,2024-04-15 01:00:00,ЭДГ-1/1,31.3
633,2024-04-15 01:00:00,ЭДГ-1/2,33.6
634,2024-04-15 04:00:00,ЭДГ-1/1,34.7
635,2024-04-15 05:00:00,БМ,16206.4
636,2024-04-15 07:00:00,ЭДГ-1/2,21.4
637,2024-04-15 10:00:00,ЭДГ-1/1,41.6
638,2024-04-15 13:00:00,ЭДГ-1/2,43.9
639,2024-04-15 14:00:00,АСН-3,27.8
640,2024-04-15 16:00:00,ЭДГ-1/1,46.3
641,2024-04-15 19:00:00,ЭДГ-1/2,85.3
642,2024-04-15 21:00:00,БМ Сут,11576
643,2024-04-15 22:00:00,ЭДГ-1/1,46.3
644,2024-04-15 22:00:00,АСН1-8,48
645,2024-04-16 01:00:00,ЭДГ-1/2,46.3
646,2024-04-16 04:00:00,ЭДГ-1/1,31.3
647,2024-04-16 05:00:00,БМ,12733.6
648,2024-04-16 07:00:00,ЭДГ-1/2,53.3
649,2024-04-16 10:00:00,ЭДГ-1/1,50.9
650,2024-04-16 13:00:00,ЭДГ-1/2,46.3
651,2024-04-16 14:00:00,АСН-3,53.3
652,2024-04-16 16:00:00,ЭДГ-1/1,64
653,2024-04-16 19:00:00,ЭДГ-1/2,59
654,2024-04-16 21:00:00,БМ Сут,15048.8
655,2024-04-16 22:00:00,ЭДГ-1/1,52.1
656,2024-04-16 22:00:00,АСН1-8,48.6
657,2024-04-17 01:00:00,ЭДГ-1/2,26.6
658,2024-04-17 04:00:00,ЭДГ-1/1,28.9
659,2024-04-17 05:00:00,БМ,15627.6
660,2024-04-17 07:00:00,ЭДГ-1/2,20.8
661,2024-04-17 10:00:00,ЭДГ-1/1,34.7
662,2024-04-17 13:00:00,ЭДГ-1/2,25.5
663,2024-04-17 14:00:00,АСН-3,28.9
664,2024-04-17 16:00:00,ЭДГ-1/1,75.2
665,2024-04-17 19:00:00,ЭДГ-1/2,30.1
666,2024-04-17 21:00:00,БМ Сут,18521.6
667,2024-04-17 22:00:00,ЭДГ-1/1,32.4
668,2024-04-17 22:00:00,АСН1-8,22
669,2024-04-18 01:00:00,ЭДГ-1/2,34.7
670,2024-04-18 04:00:00,ЭДГ-1/1,40.5
671,2024-04-18 05:00:00,БМ,17942.8
672,2024-04-18 07:00:00,ЭДГ-1/2,37.6
673,2024-04-18 10:00:00,ЭДГ-1/1,46.3
674,2024-04-18 13:00:00,ЭДГ-1/2,69.5
675,2024-04-18 14:00:00,АСН-3,46.3
676,2024-04-18 16:00:00,ЭДГ-1/1,63.7
677,2024-04-18 19:00:00,ЭДГ-1/2,76.4
678,2024-04-18 21:00:00,БМ Сут,16495.8
679,2024-04-18 22:00:00,ЭДГ-1/1,41.7
680,2024-04-18 22:00:00,АСН1-8,49.8
681,2024-04-19 01:00:00,ЭДГ-1/2,41.7
682,2024-04-19 04:00:00,ЭДГ-1/1,38.5
683,2024-04-19 05:00:00,БМ,15338.2
684,2024-04-19 07:00:00,ЭДГ-1/2,40.5
685,2024-04-19 10:00:00,ЭДГ-1/1,41.3
686,2024-04-19 13:00:00,ЭДГ-1/2,52.1
687,2024-04-19 14:00:00,АСН-3,35.6
688,2024-04-19 16:00:00,ЭДГ-1/1,35.3
689,2024-04-19 19:00:00,ЭДГ-1/2,69.5
690,2024-04-19 21:00:00,БМ Сут,10418.4
691,2024-04-19 22:00:00,ЭДГ-1/1,68.3
692,2024-04-19 22:00:00,АСН1-8,55.6
693,2024-04-20 01:00:00,ЭДГ-1/2,43.4
694,2024-04-20 04:00:00,ЭДГ-1/1,33.6
695,2024-04-20 07:00:00,ЭДГ-1/2,40.5
696,2024-04-20 11:00:00,ЭДГ-1/1,35.2
697,2024-04-20 11:00:00,ЭДГ-1/2,44.5
698,2024-04-20 13:00:00,ЭДГ-1/1,85.5
699,2024-04-20 13:00:00,ЭДГ-1/2,78.1
700,2024-04-20 14:00:00,АСН-3,25.8
701,2024-04-20 17:00:00,ЭДГ-1/1,57.4
702,2024-04-20 17:00:00,ЭДГ-1/2,60.3
703,2024-04-20 19:00:00,ЭДГ-1/2,50.5
704,2024-04-20 21:00:00,БМ Сут,16654.7
705,2024-04-20 22:00:00,ЭДГ-1/1,43.7
706,2024-04-20 22:00:00,АСН1-8,34.5
707,2024-04-21 01:00:00,ЭДГ-1/2,44.8
708,2024-04-21 04:00:00,ЭДГ-1/1,39.1
709,2024-04-21 05:00:00,БМ,16080.4
710,2024-04-21 07:00:00,ЭДГ-1/2,40.2
711,2024-04-21 10:00:00,ЭДГ-1/1,57.4
712,2024-04-21 13:00:00,ЭДГ-1/2,51.7
713,2024-04-21 14:00:00,АСН-3,37.3
714,2024-04-21 16:00:00,ЭДГ-1/1,48.8
715,2024-04-21 19:00:00,ЭДГ-1/2,78.1
716,2024-04-21 21:00:00,БМ Сут,12347.5
717,2024-04-21 22:00:00,ЭДГ-1/1,39.1
718,2024-04-21 22:00:00,АСН1-8,39.9
719,2024-04-22 01:00:00,ЭДГ-1/2,38.5
720,2024-04-22 04:00:00,ЭДГ-1/1,28.7
